1223,304,34,25
1220,305,36,23
1220,303,38,26
1218,300,39,29
1220,303,37,27
1219,302,38,28
1222,304,36,27
0,0,0,0
1222,303,35,28
1221,303,37,28
1223,303,35,28
1222,305,37,26
1224,305,34,24
1223,306,34,24
1223,307,34,24
1224,305,34,27
1223,307,37,25
1224,305,37,25
1225,307,34,23
1226,307,35,24
1226,306,35,25
1225,305,36,27
1225,303,41,29
1224,308,37,23
1226,306,41,27
1226,307,39,25
1227,307,37,25
1227,308,37,23
1225,299,43,36
1229,309,37,23
1227,307,36,24
1227,307,39,25
1227,309,39,24
1228,305,40,28
1228,308,39,25
1229,308,37,25
1230,308,37,25
1227,306,41,28
1229,307,39,27
1230,308,38,27
1229,303,39,31
1228,306,40,29
1231,308,37,27
1232,308,37,27
1232,307,37,29
1233,309,36,28
1232,306,38,29
1232,308,38,28
1233,307,35,28
1232,308,37,30
1233,307,37,29
1236,309,36,27
1236,309,36,27
1232,307,36,30
1237,308,31,28
1235,313,32,24
1235,309,34,28
1235,310,37,29
1236,310,35,27
1236,310,34,26
1236,310,33,27
1236,310,32,27
1237,311,33,27
1241,315,29,22
1237,315,31,22
1238,312,32,26
1239,315,31,23
1240,311,29,25
1238,316,31,22
1240,317,32,21
1240,312,34,27
1241,310,33,29
1241,313,31,24
1241,315,30,22
1242,314,28,23
1239,316,32,22
1240,314,30,24
1241,315,31,23
1241,316,28,21
1241,317,28,20
1241,314,29,25
1243,319,30,22
1245,317,23,22
1241,318,28,19
1242,317,28,22
1244,319,26,19
0,0,0,0
1244,319,29,21
1247,321,24,20
1245,317,24,23
1246,318,24,22
1245,318,27,21
1244,318,30,21
1249,319,21,21
1249,319,25,20
1246,318,29,22
1245,317,29,22
1248,317,22,23
1249,318,21,22
1249,319,28,21
1249,320,35,23
1275,330,39,23
1280,332,34,21
1277,332,38,24
1284,335,31,20
1276,332,36,22
1277,330,42,29
1279,333,37,22
1281,328,37,29
1279,329,39,27
1283,332,31,22
1277,331,38,23
1275,332,44,25
1276,333,37,21
1281,333,34,23
1279,332,38,26
1279,331,37,26
1278,332,39,24
1280,332,37,25
1268,326,52,35
1271,337,47,20
1272,337,45,20
1269,338,48,18
1270,340,49,20
1271,330,47,25
1269,333,50,24
1264,332,56,27
1280,332,39,26
1271,333,48,23
1275,331,43,26
1270,330,48,28
1270,329,52,30
1269,326,51,30
1282,336,37,22
1283,335,36,23
1281,336,41,23
1288,339,32,19
1287,338,34,20
1286,339,35,21
1287,340,34,18
1288,338,35,21
1289,343,34,16
1288,340,35,18
1288,340,35,21
1288,341,34,17
1289,341,35,20
1293,341,29,18
1294,340,32,20
1293,340,33,22
1293,344,33,18
1294,342,31,21
1303,344,26,20
1303,343,23,19
1303,343,23,19
1300,343,26,21
1300,344,27,19
1301,344,25,18
1302,347,26,15
1302,345,26,18
1303,344,25,21
1305,345,22,19
1299,340,31,24
1304,344,26,22
1303,343,28,23
1299,344,31,22
1302,344,30,21
1304,343,26,22
1304,342,32,23
1302,344,31,22
1300,342,31,24
1305,345,27,19
1304,345,29,22
1303,344,28,20
1299,344,33,21
1299,344,35,21
1300,345,33,21
1296,343,42,23
1300,345,33,20
1299,343,34,23
1300,342,35,26
1299,344,37,24
1306,345,30,20
1307,346,30,20
1307,348,26,18
1304,347,34,22
1307,348,27,19
1306,348,29,20
1307,348,30,19
1309,348,24,19
1307,349,28,17
1308,347,28,22
1308,349,27,20
1306,347,30,22
1307,347,31,21
1306,347,30,22
1308,348,29,20
1308,348,29,20
1305,346,33,22
1310,349,29,19
1318,353,21,17
1309,350,28,20
1308,350,29,18
1310,350,28,19
1312,349,30,20
1305,349,35,22
1307,348,31,22
1307,347,35,25
1308,351,31,19
1308,349,31,22
1311,352,28,19
1311,349,30,22
1313,350,27,19
1316,353,24,17
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1305,346,38,29
1308,348,34,25
1312,353,28,20
1310,350,32,26
1308,349,34,26
1311,352,33,26
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1313,354,30,20
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1311,353,31,22
0,0,0,0
1314,354,29,21
1308,351,36,25
1310,352,33,25
1310,353,31,23
1310,351,28,23
1308,349,29,24
1307,350,31,24
1308,351,31,24
1308,352,33,25
1308,351,30,24
1308,349,31,26
0,0,0,0
1310,352,29,24
1310,351,28,24
1311,353,27,24
1311,353,28,24
1314,352,27,25
1308,351,33,26
1310,351,31,28
1310,351,30,26
1307,350,34,29
1310,350,30,28
1311,354,30,24
1308,353,36,24
