752,125,22,11
754,124,24,10
753,123,22,13
752,126,20,10
752,126,21,10
749,127,22,10
750,124,21,13
748,127,20,10
748,127,22,11
748,127,23,9
747,128,21,10
745,126,21,11
747,127,17,10
745,128,16,9
744,128,20,10
744,128,19,10
743,128,19,9
740,128,22,10
743,128,24,10
738,129,22,9
740,130,20,9
738,128,25,12
738,129,15,9
737,130,19,8
737,130,16,7
735,128,28,13
734,129,23,11
735,129,25,11
735,130,21,9
732,129,23,11
732,130,22,10
732,131,17,9
730,129,20,12
729,131,19,9
727,131,19,10
728,132,17,8
726,131,20,9
725,130,22,11
725,130,26,12
725,131,18,10
723,130,25,12
722,131,23,11
721,132,22,10
722,132,22,9
721,130,24,13
720,132,23,10
720,133,18,10
717,132,28,10
717,133,25,10
717,133,20,10
717,132,20,11
715,133,27,11
715,132,24,11
715,131,24,14
714,133,20,9
714,134,20,9
712,135,20,10
711,134,20,10
709,135,25,9
711,135,18,8
709,134,22,10
708,135,19,9
710,135,20,10
707,135,20,9
706,135,20,10
706,137,20,8
705,137,20,8
704,137,19,8
704,137,18,9
705,136,21,9
703,136,23,10
701,136,23,11
698,136,22,10
698,135,19,10
698,137,21,9
699,138,18,8
698,138,19,9
697,137,19,10
696,139,17,8
697,137,19,10
696,139,18,9
696,140,14,7
693,139,19,10
691,140,20,9
691,139,18,9
691,139,17,9
690,140,19,9
689,141,16,7
687,140,18,10
688,141,18,9
687,142,18,7
687,141,23,10
685,141,25,9
683,141,20,9
683,143,20,8
680,141,24,11
682,140,26,12
681,142,21,9
679,141,23,11
677,142,25,9
679,143,21,8
677,142,24,10
678,141,23,11
675,143,27,10
678,142,18,10
675,141,26,13
673,144,23,8
672,142,27,10
670,144,24,7
672,144,23,9
673,144,19,9
669,142,23,11
669,144,20,10
670,146,18,7
668,145,22,10
670,147,16,8
667,145,20,10
666,145,22,9
666,144,22,11
663,146,26,9
664,144,22,13
664,147,21,8
666,148,13,7
663,145,22,12
662,147,18,9
661,148,17,8
662,147,18,10
659,146,24,12
658,147,20,10
658,148,20,9
659,148,14,8
654,148,23,10
655,149,20,8
659,150,18,7
653,149,22,8
651,147,24,10
650,149,26,10
653,148,16,10
653,150,20,8
652,149,19,10
649,149,20,10
647,151,21,7
649,151,17,8
647,151,20,8
644,149,19,11
646,151,27,10
646,151,19,7
646,152,21,7
644,151,27,8
643,151,24,9
641,152,25,8
641,152,24,8
641,152,28,9
640,152,22,9
639,152,28,8
642,150,27,11
637,152,25,11
640,154,19,9
638,152,25,11
634,153,22,9
633,155,21,7
631,153,23,10
632,153,20,10
631,153,23,11
631,153,20,11
632,156,17,8
630,154,22,10
629,154,23,10
630,154,22,10
628,156,20,9
630,154,18,11
627,157,22,9
626,155,19,10
627,156,20,10
625,154,21,12
625,154,23,12
623,156,29,11
623,157,23,10
620,156,23,12
621,158,20,8
619,158,24,8
621,155,19,11
617,155,26,13
617,159,21,9
618,157,20,11
616,158,21,10
613,158,21,9
614,160,19,7
613,158,19,10
613,158,17,10
613,158,18,10
612,159,18,9
612,160,19,8
610,160,18,8
610,160,16,8
608,159,23,10
609,162,16,6
608,161,19,7
609,161,19,8
608,162,16,7
606,161,14,7
605,163,15,6
606,162,18,9
604,162,18,9
601,163,21,8
602,163,18,8
599,162,22,9
602,164,17,8
600,163,20,9
601,164,16,8
596,165,23,9
599,162,20,10
596,164,21,8
594,164,23,9
594,163,23,12
592,162,29,12
593,161,26,14
592,162,22,12
591,161,30,13
589,163,31,12
589,166,31,16
588,161,24,13
587,165,23,10
588,165,22,10
585,165,23,11
585,164,23,11
584,163,31,13
584,164,30,12
584,165,20,9
587,168,16,9
582,167,20,10
583,164,28,13
582,167,19,10
580,165,30,13
578,166,25,11
577,167,30,12
578,166,25,12
577,163,30,16
577,168,21,9
576,166,22,13
576,167,27,12
576,167,25,10
573,168,25,13
572,167,25,12
572,168,20,11
570,168,24,12
571,168,19,11
569,169,19,10
568,169,23,11
568,169,22,11
571,168,27,14
568,168,29,13
566,166,30,17
564,171,27,9
566,171,26,11
564,171,24,11
566,172,20,9
561,171,20,10
561,171,26,12
562,171,23,12
562,172,24,11
560,173,21,10
560,171,28,13
560,169,23,15
560,172,21,13
559,174,20,11
557,170,29,16
559,172,23,12
556,174,22,12
555,173,27,13
556,174,19,12
553,174,21,11
553,175,19,10
552,173,30,13
551,175,24,12
551,176,21,10
550,176,23,10
549,175,20,11
551,176,19,10
547,177,20,10
546,177,26,12
547,177,21,9
547,178,24,9
546,179,17,7
546,177,22,11
544,177,27,12
542,178,24,10
541,175,28,13
540,178,19,9
539,180,19,8
538,180,18,8
538,181,17,7
537,181,18,8
537,180,19,9
536,178,30,13
535,179,22,10
535,179,20,11
533,181,23,11
536,179,19,11
535,180,21,11
532,175,31,18
534,183,19,8
530,182,21,8
530,182,21,8
532,183,20,7
530,182,19,11
530,181,24,11
528,182,22,9
528,183,19,9
527,182,21,11
525,183,22,9
524,183,24,9
525,183,19,9
521,184,23,9
521,183,18,10
521,185,25,9
521,185,18,7
520,185,22,9
519,184,28,10
520,186,16,8
