668,262,45,16
669,261,43,18
669,262,43,17
670,262,43,16
670,263,43,15
672,263,43,16
671,263,43,15
1220,304,36,26
673,264,44,14
673,263,44,16
673,261,45,21
674,264,43,14
676,263,42,15
675,264,43,14
675,264,44,15
677,264,43,15
677,264,44,15
678,264,42,16
679,263,43,17
680,265,42,15
681,264,42,17
681,265,41,14
680,263,45,18
681,264,42,16
683,264,42,16
683,264,44,17
683,264,43,16
684,264,44,16
685,265,42,14
685,264,43,16
686,265,43,15
686,265,44,15
686,264,44,17
687,263,43,19
688,265,43,15
688,265,44,16
689,264,42,16
689,265,43,16
691,264,43,17
692,265,42,16
692,265,44,16
692,264,43,17
692,264,45,17
694,265,42,16
695,264,42,18
694,265,44,17
696,266,41,15
696,264,43,18
696,265,42,17
697,266,41,17
698,267,40,15
698,266,44,17
700,266,41,16
700,267,42,17
699,265,45,19
700,266,44,17
701,266,43,17
702,267,42,17
703,266,42,17
702,267,42,15
702,267,43,15
704,267,42,16
705,268,41,16
706,267,41,17
706,267,42,17
706,266,42,17
706,267,44,17
708,268,43,16
708,267,42,17
708,267,43,17
710,267,41,17
710,267,42,18
710,267,43,17
711,268,42,16
712,268,42,17
712,268,44,17
713,268,41,17
713,268,43,17
713,268,43,16
714,268,41,17
716,269,40,16
715,268,43,16
716,267,43,18
717,268,42,18
717,268,43,17
719,269,42,16
1244,319,26,20
719,269,43,16
720,268,42,18
721,269,42,17
721,269,42,16
721,269,44,17
720,269,45,17
722,269,43,17
723,270,42,16
724,269,42,17
724,269,44,18
725,270,43,15
725,269,43,17
726,269,43,18
727,269,42,18
727,269,43,16
728,270,42,16
729,270,43,17
729,270,44,16
730,270,43,17
730,270,43,16
731,270,43,17
731,270,44,17
731,270,44,17
731,270,45,17
734,270,40,16
733,270,44,16
734,270,42,17
735,270,42,18
735,270,43,17
736,272,44,18
735,270,44,18
737,270,44,19
738,271,43,18
737,271,45,17
739,270,43,18
739,271,41,16
739,271,43,17
740,271,43,17
741,271,41,17
742,271,42,17
741,272,45,16
743,271,42,17
744,272,41,16
743,272,45,16
745,272,44,16
744,273,43,16
747,272,42,17
746,272,43,18
747,272,44,17
747,270,44,20
748,272,43,18
748,272,45,17
749,272,42,18
749,273,45,16
750,273,43,17
751,272,42,19
751,272,44,18
754,272,40,17
754,272,41,20
755,272,41,17
754,272,43,18
755,271,42,19
755,273,44,17
757,272,41,19
756,274,42,16
757,273,42,18
758,272,43,18
757,273,45,19
758,273,43,18
758,274,42,18
760,273,42,18
760,272,44,19
761,274,40,16
762,273,43,19
760,274,45,18
762,275,42,16
763,273,42,19
762,274,44,18
764,274,43,17
766,273,44,20
765,273,43,20
766,272,41,20
767,274,42,18
767,274,43,19
769,275,42,17
768,275,44,18
768,275,45,18
767,274,44,19
770,275,41,17
770,276,44,17
772,275,43,18
771,276,45,16
771,277,43,16
773,274,43,19
773,275,43,19
773,274,46,20
775,276,43,16
774,275,44,19
774,275,46,19
776,275,42,20
775,275,44,19
776,275,43,19
778,277,44,16
778,277,41,17
780,278,42,15
780,276,43,18
780,276,43,19
780,277,45,18
781,276,44,19
782,277,42,16
782,277,45,17
785,277,42,18
784,276,43,18
784,278,42,17
783,276,45,18
785,277,46,18
787,276,44,19
788,276,40,20
787,278,43,17
787,277,44,18
788,278,44,16
790,278,42,17
790,276,44,21
790,276,44,19
791,278,43,17
791,278,44,17
793,277,43,20
791,277,44,20
792,277,44,20
794,279,44,19
794,277,43,19
796,279,42,17
796,277,42,19
795,278,44,18
796,277,43,20
797,278,42,19
797,279,45,18
798,279,44,17
799,278,44,19
799,277,43,20
802,278,40,18
802,279,40,18
801,279,43,18
802,279,43,17
803,278,42,18
804,280,41,16
804,279,42,18
803,279,43,19
804,280,43,17
805,279,42,18
805,279,44,18
807,279,42,18
807,279,42,19
808,279,44,19
808,279,44,18
808,280,43,17
810,280,41,17
810,281,43,16
811,281,42,16
811,280,42,17
812,280,42,18
812,280,44,19
813,281,44,17
813,280,44,20
815,281,42,17
816,281,42,17
815,280,43,19
817,281,42,17
817,280,42,18
818,281,42,17
818,280,42,19
818,281,43,17
816,280,46,18
820,281,43,18
820,281,43,18
822,281,42,17
822,282,43,16
823,282,41,17
823,282,42,17
823,282,43,17
824,281,42,18
824,282,43,18
825,282,45,18
825,281,43,19
826,280,44,19
827,281,44,19
828,282,43,17
826,282,45,17
828,281,43,18
829,282,44,17
826,281,48,19
829,281,44,18
831,281,43,19
831,281,43,18
833,283,43,16
833,282,42,18
834,283,41,17
834,282,44,18
834,282,43,18
835,283,43,17
834,282,43,19
835,282,45,19
836,282,42,19
837,282,44,19
838,283,42,17
839,283,43,17
840,283,41,17
840,282,44,18
840,283,43,18
842,283,42,18
841,283,42,19
842,284,43,17
843,283,41,17
844,283,43,18
843,284,44,17
845,283,42,18
846,284,43,17
846,282,44,19
845,283,44,18
848,283,41,17
848,284,42,17
849,283,42,18
849,283,43,18
851,284,40,18
843,284,49,18
846,284,47,18
844,283,50,18
849,284,46,18
853,283,42,19
853,284,42,17
850,284,47,17
850,282,48,20
853,283,45,20
